,t,x,y,z,x_err,y_err,z_err
7523,75.23,-0.188424,-0.364318,7.485929,-2.6842,-2.45312,20.723269
7524,75.24,-0.206893,-0.401242,7.289689,-2.670366,-2.629032,20.245059
7525,75.25,-0.227318,-0.442197,7.098771,-2.675575,-2.815017,19.784071
7526,75.26,-0.249947,-0.487612,6.913074,-2.69898,-3.012036,19.340667
7527,75.27,-0.275038,-0.537996,6.732511,-2.739715,-3.221361,18.91531
7528,75.28,-0.302806,-0.593913,6.556977,-2.796897,-3.444574,18.50857
7529,75.29,-0.333521,-0.656006,6.386393,-2.86991,-3.683311,18.121182
7530,75.3,-0.367508,-0.725002,6.220706,-2.959229,-3.938608,17.754036
7531,75.31,-0.405147,-0.801713,6.05989,-3.065188,-4.211889,17.40803
7532,75.32,-0.446877,-0.887034,5.903947,-3.188134,-4.504692,17.084357
7533,75.33,-0.49319,-0.981946,5.752905,-3.328462,-4.818636,16.784527
7534,75.34,-0.544637,-1.087513,5.606821,-3.486614,-5.155426,16.51036
7535,75.35,-0.601824,-1.204881,5.465778,-3.663075,-5.516847,16.26399
7536,75.36,-0.665442,-1.335299,5.329952,-3.858381,-5.904766,16.047865
7537,75.37,-0.736329,-1.480262,5.199784,-4.073103,-6.320995,15.864742
7538,75.38,-0.815127,-1.64149,5.075264,-4.307977,-6.76555,15.717742
7539,75.39,-0.902596,-1.820932,4.956534,-4.564349,-7.240775,15.610652
7540,75.4,-0.99967,-2.020771,4.843987,-4.843489,-7.749018,15.547844
7541,75.41,-1.107455,-2.243431,4.738274,-5.14645,-8.291479,15.53424
7542,75.42,-1.227228,-2.491573,4.640299,-5.474065,-8.8682,15.575307
7543,75.43,-1.360441,-2.768097,4.551225,-5.826949,-9.478072,15.677063
7544,75.44,-1.508714,-3.076138,4.472464,-6.205497,-10.118832,15.846073
7545,75.45,-1.673844,-3.419073,4.405689,-6.609886,-10.787062,16.08945
7546,75.46,-1.857797,-3.800515,4.352824,-7.040073,-11.478194,16.414854
7547,75.47,-2.062711,-4.224314,4.316051,-7.495797,-12.186502,16.830495
7548,75.48,-2.290663,-4.692003,4.300712,-7.976536,-12.905153,17.344996
7549,75.49,-2.544101,-5.208558,4.310745,-8.479631,-13.626302,17.962557
7550,75.5,-2.826012,-5.783055,4.347485,-9.002399,-14.334939,18.692027
7551,75.51,-3.139501,-6.423335,4.414813,-9.541618,-15.012913,19.541561
7552,75.52,-3.487793,-7.135988,4.519155,-10.092407,-15.640906,20.514254
7553,75.53,-3.874235,-7.926359,4.669488,-10.648228,-16.198434,21.608129
7554,75.54,-4.30229,-8.798546,4.877335,-11.200887,-16.663843,22.816149
7555,75.55,-4.775545,-9.7554,5.156768,-11.740533,-17.014315,24.126206
7556,75.56,-5.297703,-10.798526,5.524407,-12.25566,-17.225863,25.521128
7557,75.57,-5.872588,-11.928282,5.999421,-12.733135,-17.273324,26.978729
7558,75.58,-6.504146,-13.14378,6.603526,-13.162286,-17.133086,28.47521
7559,75.59,-7.196438,-14.442884,7.360986,-13.529008,-16.797153,29.968146
7560,75.6,-7.950967,-15.817762,8.295435,-13.818196,-16.266973,31.410782
7561,75.61,-8.76681,-17.250051,9.437609,-14.018013,-15.550071,32.761669
7562,75.62,-9.644451,-18.715442,10.825071,-14.119898,-14.660048,33.98466
7563,75.63,-10.579573,-20.175858,12.487446,-14.118557,-13.61658,35.048912
7564,75.64,-11.562939,-21.579285,14.446203,-14.01197,-12.44542,35.928882
7565,75.65,-12.580389,-22.859772,16.714655,-13.801214,-11.178799,36.604071
7566,75.66,-13.612841,-23.937431,19.29796,-13.487285,-9.865998,37.057073
7567,75.67,-14.637163,-24.726662,22.190307,-13.078441,-8.554046,37.290502
7568,75.68,-15.621454,-25.131062,25.338951,-12.586352,-7.28014,37.316165
7569,75.69,-16.524809,-25.043157,28.650283,-12.023651,-6.075207,37.150303
7570,75.7,-17.306253,-24.392914,32.012255,-11.403925,-4.963894,36.813592
7571,75.71,-17.925017,-23.149411,35.294763,-10.741725,-3.964573,36.331143
7572,75.72,-18.340538,-21.320838,38.349648,-10.052557,-3.08934,35.732501
7573,75.73,-18.514404,-18.945758,41.006007,-9.352552,-2.343345,35.050592
7574,75.74,-18.425656,-16.127648,43.111662,-8.654539,-1.720384,34.30898
7575,75.75,-18.06729,-13.082578,44.617362,-7.969306,-1.212733,33.526162
7576,75.76,-17.446923,-9.992945,45.508154,-7.306132,-0.811541,32.718739
7577,75.77,-16.587473,-6.99567,45.796687,-6.672517,-0.506058,31.900694
7578,75.78,-15.527163,-4.182206,45.523212,-6.074189,-0.28363,31.08339
7579,75.79,-14.317316,-1.607587,44.75999,-5.515096,-0.129702,30.275575
7580,75.8,-12.996468,0.616825,43.6488,-4.997456,-0.030199,29.482834
7581,75.81,-11.609389,2.448779,42.310626,-4.522013,0.022176,28.707125
7582,75.82,-10.19918,3.895561,40.84531,-4.088611,0.036188,27.95028
7583,75.83,-8.8023,4.993205,39.341692,-3.696547,0.019719,27.213517
7584,75.84,-7.448445,5.800361,37.872046,-3.344583,-0.020491,26.497378
7585,75.85,-6.158877,6.363845,36.467301,-3.030943,-0.078844,25.801723
7586,75.86,-4.947829,6.731903,35.148527,-2.753375,-0.150858,25.126013
7587,75.87,-3.824557,6.949293,33.92797,-2.509551,-0.233046,24.469787
7588,75.88,-2.793391,7.055961,32.80787,-2.297156,-0.322645,23.832427
7589,75.89,-1.85452,7.086288,31.783746,-2.113852,-0.417531,23.213315
7590,75.9,-1.004926,7.064647,30.84927,-1.95727,-0.516211,22.611836
7591,75.91,-0.239481,7.009769,29.995133,-1.824984,-0.617832,22.027381
7592,75.92,0.447429,6.937463,29.212842,-1.714709,-0.721944,21.459411
7593,75.93,1.06189,6.860625,28.494759,-1.624891,-0.828162,20.907471
7594,75.94,1.61046,6.789234,27.834103,-1.554059,-0.936382,20.37115
7595,75.95,2.100168,6.730354,27.224946,-1.500744,-1.046796,19.850078
7596,75.96,2.538582,6.688198,26.662121,-1.463474,-1.1599,19.343925
7597,75.97,2.933706,6.665673,26.140169,-1.440776,-1.276489,18.852403
7598,75.98,3.290699,6.664558,25.656177,-1.431188,-1.397655,18.375267
7599,75.99,3.614129,6.685981,25.208186,-1.433873,-1.524318,17.91239
7600,76.0,3.908689,6.73075,24.794444,-1.448558,-1.657185,17.463668
7601,76.01,4.179194,6.799346,24.413401,-1.474931,-1.797181,17.029033
7602,76.02,4.430583,6.891929,24.06371,-1.512719,-1.945406,16.608495
7603,76.03,4.667919,7.008334,23.744232,-1.561687,-2.103131,16.20214
7604,76.04,4.896352,7.14806,23.454048,-1.621635,-2.271803,15.810133
7605,76.05,5.118829,7.309834,23.193735,-1.692402,-2.453042,15.432716
7606,76.06,5.336838,7.49281,22.964755,-1.774073,-2.648483,15.070281
7607,76.07,5.552275,7.696234,22.768274,-1.867232,-2.859568,14.723277
7608,76.08,5.766982,7.919036,22.60542,-1.972438,-3.087954,14.392196
7609,76.09,5.982747,8.159826,22.477281,-2.090337,-3.335451,14.077778
7610,76.1,6.201304,8.416899,22.384909,-2.221666,-3.604017,13.781014
7611,76.11,6.42433,8.688229,22.329317,-2.367254,-3.895762,13.503149
7612,76.12,6.653317,8.971528,22.311434,-2.528017,-4.212944,13.245677
7613,76.13,6.888492,9.264695,22.332608,-2.704964,-4.557974,13.010345
7614,76.14,7.129741,9.56538,22.395175,-2.899246,-4.932808,12.799399
7615,76.15,7.376813,9.870749,22.501024,-3.112432,-5.338054,12.616008
7616,76.16,7.62925,10.177495,22.651464,-3.346051,-5.778182,12.462364
7617,76.17,7.886385,10.481848,22.847232,-3.60163,-6.257376,12.341452
7618,76.18,8.147341,10.779565,23.088484,-3.88072,-6.778972,12.257288
7619,76.19,8.411034,11.065937,23.374798,-4.184901,-7.345446,12.214919
7620,76.2,8.676171,11.335787,23.705178,-4.515775,-7.958423,12.220421
7621,76.21,8.941275,11.583627,24.078106,-4.874973,-8.618673,12.2809
7622,76.22,9.204672,11.806411,24.492405,-5.264153,-9.326111,12.404493
7623,76.23,9.463053,11.997557,24.944471,-5.684995,-10.079799,12.600367
7624,76.24,9.712807,12.149817,25.429341,-6.139211,-10.877944,12.878719
7625,76.25,9.950455,12.25715,25.941422,-6.628533,-11.717899,13.250775
7626,76.26,10.172648,12.314723,26.474493,-7.154371,-12.595976,13.728188
7627,76.27,10.376166,12.318909,27.021704,-7.714173,-13.504257,14.319373
7628,76.28,10.557919,12.267289,27.575573,-8.307875,-14.431399,15.042655
7629,76.29,10.714946,12.158651,28.12799,-8.934526,-15.361909,15.914649
7630,76.3,10.844419,11.99299,28.670217,-9.590765,-16.275558,16.946921
7631,76.31,10.943637,11.771508,29.192883,-10.27082,-17.147379,18.145988
7632,76.32,11.01003,11.496615,29.68599,-10.966508,-17.94767,19.513316
7633,76.33,11.041189,11.171754,30.138914,-11.667235,-18.641989,21.045325
7634,76.34,11.035934,10.800243,30.542044,-12.359997,-19.191161,22.733385
7635,76.35,10.994323,10.39159,30.889551,-13.029653,-19.551852,24.564112
7636,76.36,10.916927,9.956234,31.177151,-13.661502,-19.687418,26.512919
7637,76.37,10.804894,9.503753,31.401718,-14.233263,-19.562112,28.52311
7638,76.38,10.659947,9.042866,31.561278,-14.722726,-19.151062,30.533234
7639,76.39,10.484385,8.581431,31.655013,-15.110395,-18.444518,32.482899
7640,76.4,10.281083,8.126445,31.683256,-15.379483,-17.447852,34.312763
7641,76.41,10.053492,7.684045,31.647499,-15.515915,-16.181556,35.964543
7642,76.42,9.805639,7.259507,31.550386,-15.508326,-14.681245,37.381008
7643,76.43,9.542126,6.857248,31.395714,-15.348958,-12.997539,38.499798
7644,76.44,9.267849,6.481237,31.188745,-15.040011,-11.20978,39.296101
7645,76.45,8.985699,6.137749,30.937366,-14.590135,-9.397716,39.775326
7646,76.46,8.699491,5.829957,30.646874,-14.01206,-7.627446,39.950446
7647,76.47,8.413137,5.559532,30.322048,-13.322586,-5.951415,39.842004
7648,76.48,8.130211,5.327349,29.967794,-12.542591,-4.408422,39.478105
7649,76.49,7.853945,5.133489,29.58914,-11.697027,-3.023612,38.894424
7650,76.5,7.58723,4.977241,29.191238,-10.811316,-1.814258,38.139298
7651,76.51,7.332618,4.857097,28.779364,-9.904067,-0.794136,37.268658
7652,76.52,7.092318,4.770755,28.358916,-8.99531,0.041813,36.321337
7653,76.53,6.868199,4.715119,27.935419,-8.102081,0.705732,35.330503
7654,76.54,6.661744,4.686906,27.513479,-7.23819,1.216394,34.324129
7655,76.55,6.473759,4.685475,27.092975,-6.414259,1.59869,33.324737
7656,76.56,6.304772,4.709418,26.675914,-5.637942,1.87295,32.344629
7657,76.57,6.155205,4.757196,26.264568,-4.913697,2.057593,31.390974
7658,76.58,6.025372,4.827354,25.86105,-4.244139,2.17065,30.469121
7659,76.59,5.915475,4.918525,25.467303,-3.630308,2.228228,29.581964
7660,76.6,5.825603,5.029432,25.085111,-3.071668,2.244507,28.729941
7661,76.61,5.755736,5.158882,24.716092,-2.566197,2.23164,27.911873
7662,76.62,5.705743,5.305771,24.361699,-2.110959,2.198842,27.126507
7663,76.63,5.675381,5.469082,24.023223,-1.702681,2.153464,26.371792
7664,76.64,5.663749,5.648187,23.702013,-1.337919,2.101778,25.645777
7665,76.65,5.669607,5.843257,23.399778,-1.013058,2.048985,24.94663
7666,76.66,5.693449,6.053973,23.117865,-0.724312,1.999214,24.272638
7667,76.67,5.735662,6.279928,22.857687,-0.467726,1.955523,23.622208
7668,76.68,5.796455,6.520659,22.620752,-0.239171,1.919895,22.993866
7669,76.69,5.87585,6.775643,22.408656,-0.034853,1.893699,22.386215
7670,76.7,5.973689,7.044297,22.22309,0.148131,1.878243,21.798176
7671,76.71,6.089629,7.325983,22.065835,0.312616,1.874496,21.228879
7672,76.72,6.223146,7.620002,21.938764,0.461413,1.883172,20.677537
7673,76.73,6.37353,7.925599,21.843843,0.597306,1.904729,20.143448
7674,76.74,6.539893,8.241958,21.783129,0.723054,1.939367,19.62599
7675,76.75,6.72116,8.568206,21.758771,0.841136,1.987236,19.124693
7676,76.76,6.916073,8.903411,21.773011,0.953288,2.048827,18.639288
7677,76.77,7.123195,9.246585,21.828181,1.061192,2.124622,18.169552
7678,76.78,7.341692,9.596021,21.925014,1.166547,2.215084,17.715321
7679,76.79,7.571902,9.94782,22.064187,1.271072,2.320668,17.276492
7680,76.8,7.813214,10.297725,22.248947,1.376505,2.441813,16.853023
7681,76.81,8.064602,10.641273,22.481553,1.484531,2.579022,16.444978
7682,76.82,8.324633,10.973788,22.763234,1.596338,2.733253,16.052584
7683,76.83,8.591472,11.290378,23.094189,1.71298,2.905665,15.67616
7684,76.84,8.862882,11.585942,23.473587,1.835636,3.097471,15.31617
7685,76.85,9.136218,11.855164,23.899567,1.965608,3.309933,14.973229
7686,76.86,9.408435,12.092513,24.369239,2.10432,3.544365,14.648098
7687,76.87,9.676082,12.29225,24.878685,2.253321,3.802135,14.341684
7688,76.88,9.935305,12.448417,25.422954,2.414239,4.084647,14.05514
7689,76.89,10.181845,12.554848,25.996067,2.588349,4.393787,13.79001
7690,76.9,10.411167,12.605134,26.591149,2.776785,4.732018,13.54789
7691,76.91,10.621301,12.593458,27.20216,2.980844,5.101718,13.330874
7692,76.92,10.808167,12.518457,27.817536,3.20199,5.505158,13.141596
7693,76.93,10.966998,12.380569,28.424685,3.441854,5.9445,12.983226
7694,76.94,11.093871,12.181215,29.012083,3.702233,6.421794,12.859471
7695,76.95,11.18571,11.922799,29.569271,3.98509,6.938981,12.774578
7696,76.96,11.240285,11.608709,30.086856,4.292558,7.497892,12.733328
7697,76.97,11.25621,11.243315,30.556512,4.625931,8.097931,12.74092
7698,76.98,11.232948,10.831971,30.970979,4.986795,8.741147,12.80435
7699,76.99,11.170806,10.381015,31.324064,5.377465,9.431353,12.931994
7700,77.0,11.070939,9.897767,31.610639,5.799667,10.169608,13.132867
7701,77.01,10.93457,9.392008,31.826326,6.254542,10.954218,13.416614
7702,77.02,10.762125,8.878321,31.968018,6.742643,11.780732,13.79352
7703,77.03,10.557296,8.366515,32.035935,7.263938,12.641947,14.274502
7704,77.04,10.324125,7.865066,32.031606,7.817806,13.527904,14.871112
7705,77.05,10.066737,7.381552,31.957721,8.403042,14.425889,15.595538
7706,77.06,9.789343,6.922649,31.818132,9.017851,15.320434,16.460602
7707,77.07,9.496235,6.494136,31.617857,9.659596,16.193836,17.478862
7708,77.08,9.191793,6.100891,31.363071,10.321507,17.025742,18.654073
7709,77.09,8.880481,5.74689,31.061118,10.995617,17.78051,19.99207
7710,77.1,8.566847,5.435211,30.720499,11.672204,18.421084,21.491556
7711,77.11,8.255534,5.167745,30.350634,12.33913,18.911851,23.141038
7712,77.12,7.950907,4.941139,29.956631,12.981839,19.218648,24.918827
7713,77.13,7.655949,4.753893,29.542393,13.583357,19.308756,26.793042
7714,77.14,7.373171,4.605471,29.112403,14.124295,19.150905,28.721604
7715,77.15,7.104809,4.494844,28.670912,14.585545,18.710111,30.65646
7716,77.16,6.852832,4.420491,28.221937,14.950408,17.974691,32.537178
7717,77.17,6.618932,4.380397,27.769261,15.198004,16.979541,34.287275
7718,77.18,6.40453,4.372055,27.316433,15.313379,15.76207,35.843987
7719,77.19,6.210775,4.392462,26.866768,15.288018,14.360421,37.159435
7720,77.2,6.038544,4.438125,26.423349,15.119845,12.813474,38.200629
7721,77.21,5.88844,4.505056,25.989024,14.813224,11.160847,38.949463
7722,77.22,5.760585,4.589706,25.56607,14.378934,9.442982,39.402697
7723,77.23,5.653874,4.693916,25.154646,13.824885,7.735103,39.564114
7724,77.24,5.568054,4.817246,24.755905,13.164842,6.111416,39.450724
7725,77.25,5.502992,4.958723,24.371271,12.420218,4.612436,39.092446
7726,77.26,5.458494,5.117518,24.002172,11.612037,3.267875,38.52507
7727,77.27,5.434298,5.292952,23.650044,10.760928,2.096644,37.790265
7728,77.28,5.430085,5.484494,23.31633,9.887129,1.10685,36.935573
7729,77.29,5.445466,5.69176,23.002478,9.010485,0.295798,36.014412
7730,77.3,5.479995,5.914515,22.709947,8.148939,-0.351783,35.064276
7731,77.31,5.533158,6.152671,22.440197,7.314952,-0.855752,34.095557
7732,77.32,5.604351,6.406264,22.194695,6.518293,-1.2336,33.126158
7733,77.33,5.692521,6.674871,21.974902,5.766504,-1.503387,32.17003
7734,77.34,5.79781,6.958405,21.782769,5.064894,-1.683747,31.237145
7735,77.35,5.920629,7.256768,21.620392,4.416544,-1.793888,30.333502
7736,77.36,6.061162,7.569539,21.489879,3.822323,-1.852884,29.461265
7737,77.37,6.219373,7.895973,21.393355,3.281244,-1.871644,28.620937
7738,77.38,6.394999,8.234999,21.332957,2.791294,-1.859821,27.811932
7739,77.39,6.587556,8.585224,21.310836,2.350021,-1.82662,27.033194
7740,77.4,6.796335,8.944931,21.329157,1.954584,-1.779759,26.283425
7741,77.41,7.020404,9.31208,21.390099,1.601753,-1.725475,25.56108
7742,77.42,7.258607,9.684303,21.495856,1.28791,-1.668518,24.86437
7743,77.43,7.509566,10.058913,21.648633,1.009112,-1.612462,24.191497
7744,77.44,7.771677,10.432896,21.850651,0.761901,-1.560125,23.541044
7745,77.45,8.043181,10.803023,22.103932,0.543064,-1.513685,22.911716
7746,77.46,8.323124,11.165947,22.407754,0.349388,-1.474821,22.302322
7747,77.47,8.609875,11.514414,22.763144,0.17766,-1.444716,21.711779
7748,77.48,8.901151,11.840669,23.170777,0.024669,-1.424056,21.139113
7749,77.49,9.194303,12.137367,23.629846,-0.112672,-1.413133,20.583474
7750,77.5,9.486317,12.397571,24.138066,-0.236615,-1.412403,20.044242
7751,77.51,9.773813,12.614753,24.691667,-0.349111,-1.422278,19.520889
7752,77.52,10.053044,12.782793,25.285403,-0.452115,-1.443048,19.012928
7753,77.53,10.319899,12.895979,25.912543,-0.547583,-1.474883,18.519905
7754,77.54,10.5699,12.949011,26.564878,-0.637472,-1.517838,18.041404
7755,77.55,10.798203,12.936994,27.232717,-0.723707,-1.571877,17.577055
7756,77.56,10.999598,12.855443,27.90489,-0.807649,-1.637322,17.126642
7757,77.57,11.169822,12.696344,28.570388,-0.890388,-1.714678,16.689998
7758,77.58,11.306499,12.45603,29.217795,-0.973083,-1.804456,16.266993
7759,77.59,11.405418,12.147126,29.831946,-1.05693,-1.907196,15.857548
7760,77.6,11.463379,11.781525,30.399698,-1.143168,-2.023472,15.461633
7761,77.61,11.478316,11.369853,30.910118,-1.233074,-2.153893,15.07927
7762,77.62,11.449292,10.921469,31.354485,-1.327816,-2.29927,14.710606
7763,77.63,11.376505,10.44447,31.726286,-1.428221,-2.460803,14.355851
7764,77.64,11.261282,9.945686,32.021219,-1.535173,-2.639807,14.01533
7765,77.65,11.106083,9.430682,32.237192,-1.649687,-2.837683,13.689517
7766,77.66,10.9145,8.903757,32.374322,-1.77291,-3.055912,13.379036
7767,77.67,10.691256,8.367946,32.434939,-1.906116,-3.29606,13.084659
7768,77.68,10.441969,7.825714,32.423496,-2.050711,-3.559777,12.807309
7769,77.69,10.166698,7.298543,32.342809,-2.208195,-3.848752,12.548215
7770,77.7,9.868627,6.800988,32.194626,-2.379818,-4.165198,12.308928
7771,77.71,9.553471,6.338595,31.982311,-2.566753,-4.511915,12.090955
7772,77.72,9.226606,5.915814,31.710373,-2.770351,-4.891651,11.896391
7773,77.73,8.893065,5.535994,31.38446,-2.992149,-5.307079,11.727944
7774,77.74,8.55754,5.201388,31.011363,-3.233867,-5.760801,11.588932
7775,77.75,8.224383,4.913149,30.599016,-3.49741,-6.255347,11.483286
7776,77.76,7.897602,4.671335,30.156496,-3.784864,-6.793174,11.41555
7777,77.77,7.580866,4.474902,29.69402,-4.098502,-7.376665,11.390878
7778,77.78,7.277503,4.32171,29.22295,-4.440212,-8.006488,11.414998
7779,77.79,6.99053,4.208342,28.75256,-4.81102,-8.681919,11.495069
7780,77.8,6.722212,4.130714,28.277873,-5.213961,-9.409111,11.640227
7781,77.81,6.473723,4.086348,27.800964,-5.651526,-10.191418,11.860497
7782,77.82,6.245999,4.07296,27.32499,-6.125451,-11.028685,12.166735
7783,77.83,6.039792,4.088308,26.852786,-6.636719,-11.917241,12.570631
7784,77.84,5.855674,4.130198,26.386872,-7.185553,-12.8499,13.084706
7785,77.85,5.694036,4.196476,25.92945,-7.771424,-13.815966,13.722314
7786,77.86,5.555086,4.285033,25.482404,-8.393045,-14.801226,14.497641
7787,77.87,5.438849,4.393805,25.047301,-9.048373,-15.787955,15.425706
7788,77.88,5.345171,4.520772,24.625389,-9.73461,-16.754914,16.52236
7789,77.89,5.27324,4.664931,24.21798,-10.447418,-17.678609,17.801321
7790,77.9,5.222155,4.826562,23.826584,-11.176821,-18.528178,19.262707
7791,77.91,5.191891,5.005008,23.452308,-11.91157,-19.255998,20.90758
7792,77.92,5.182346,5.199725,23.096356,-12.638036,-19.81638,22.725791
7793,77.93,5.193331,5.410298,22.760037,-13.339851,-20.167129,24.694202
7794,77.94,5.224569,5.636444,22.444764,-13.997909,-20.269545,26.776686
7795,77.95,5.275697,5.878007,22.152056,-14.590364,-20.088426,28.924124
7796,77.96,5.346261,6.134963,21.883534,-15.093237,-19.590324,31.075379
7797,77.97,5.435724,6.407415,21.640925,-15.487588,-18.745524,33.163334
7798,77.98,5.543459,6.695597,21.426061,-15.750456,-17.592708,35.100446
7799,77.99,5.668751,6.999873,21.240878,-15.863656,-16.18399,36.810679
7800,78.0,5.810831,7.320455,21.087261,-15.817001,-14.570676,38.236661
7801,78.01,5.969597,7.655948,20.966708,-15.608296,-12.803265,39.339677
7802,78.02,6.145526,8.005985,20.882123,-15.243342,-10.931449,40.099673
7803,78.03,6.338839,8.36996,20.836477,-14.735879,-9.004312,40.515235
7804,78.04,6.549462,8.746687,20.832563,-14.096781,-7.110203,40.599245
7805,78.05,6.777029,9.134402,20.873,-13.343721,-5.331939,40.379785
7806,78.06,7.020874,9.530761,20.960227,-12.502041,-3.713624,39.89558
7807,78.07,7.280041,9.932838,21.096507,-11.596333,-2.285686,39.191979
7808,78.08,7.553277,10.337132,21.283926,-10.650443,-1.064886,38.320953
7809,78.09,7.839034,10.739559,21.524394,-9.687463,-0.05431,37.341096
7810,78.1,8.135469,11.135457,21.819643,-8.729678,0.756699,36.31617
7811,78.11,8.440445,11.519586,22.171228,-7.795327,1.391028,35.273113
7812,78.12,8.751573,11.886247,22.580442,-6.897021,1.871464,34.226341
7813,78.13,9.066922,12.230549,23.046151,-6.04466,2.219949,33.193937
7814,78.14,9.38337,12.543134,23.566529,-5.245489,2.458611,32.18904
7815,78.15,9.697119,12.814112,24.138809,-4.504103,2.609762,31.219846
7816,78.16,10.004145,13.034686,24.758582,-3.822441,2.695878,30.289619
7817,78.17,10.30019,13.197146,25.419799,-3.200199,2.733997,29.398835
7818,78.18,10.580767,13.294874,26.114768,-2.635372,2.735495,28.546748
7819,78.19,10.841157,13.322338,26.834159,-2.125188,2.711699,27.731546
7820,78.2,11.076409,13.2751,27.566999,-1.666468,2.672219,26.951263
7821,78.21,11.281344,13.149806,28.300674,-1.255629,2.624959,26.203783
7822,78.22,11.450551,12.944196,29.020931,-0.888682,2.576108,25.486839
7823,78.23,11.579956,12.653517,29.71308,-0.561224,2.530174,24.798024
7824,78.24,11.666713,12.282355,30.362854,-0.268729,2.490641,24.135201
7825,78.25,11.707454,11.844881,30.956638,-0.007381,2.460232,23.496736
7826,78.26,11.700092,11.354188,31.483062,0.22651,2.441083,22.881169
7827,78.27,11.643828,10.822273,31.932999,0.436625,2.434846,22.287203
7828,78.28,11.539148,10.260028,32.29957,0.626636,2.44268,21.713702
7829,78.29,11.387825,9.677247,32.578141,0.800208,2.465255,21.159693
7830,78.3,11.192921,9.082621,32.766326,0.960576,2.503057,20.624454
7831,78.31,10.958783,8.483743,32.863983,1.110121,2.556779,20.107555
7832,78.32,10.691045,7.887104,32.873218,1.251161,2.62703,19.608656
7833,78.33,10.39519,7.301771,32.798803,1.386017,2.714335,19.127504
7834,78.34,10.073127,6.747692,32.64779,1.517015,2.819134,18.663926
7835,78.35,9.730954,6.233015,32.425847,1.646485,2.941786,18.217833
7836,78.36,9.37486,5.763136,32.139296,1.776621,3.082689,17.789296
7837,78.37,9.010622,5.341947,31.795318,1.90891,3.242764,17.378632
7838,78.38,8.643609,4.971833,31.401949,2.044702,3.423096,16.986278
7839,78.39,8.278779,4.653675,30.96808,2.185468,3.624778,16.612828
7840,78.4,7.920677,4.38685,30.503459,2.332794,3.848917,16.259033
7841,78.41,7.573441,4.169229,30.01869,2.488385,4.096632,15.925806
7842,78.42,7.240813,3.997216,29.524615,2.654063,4.36905,15.614218
7843,78.43,6.925963,3.867122,29.022385,2.831634,4.667316,15.325638
7844,78.44,6.630744,3.776098,28.51407,3.022351,4.993239,15.061857
7845,78.45,6.356571,3.72132,28.003537,3.227405,5.349017,14.824854
7846,78.46,6.104609,3.699981,27.494226,3.448131,5.73665,14.61711
7847,78.47,5.875766,3.709281,26.989147,3.686002,6.157922,14.441622
7848,78.48,5.670698,3.746435,26.490884,3.94263,6.614408,14.301895
7849,78.49,5.489809,3.80867,26.001588,4.219769,7.107467,14.201949
7850,78.5,5.333248,3.893221,25.522985,4.51931,7.63825,14.146316
7851,78.51,5.200907,3.997344,25.056371,4.843123,8.207362,14.139921
7852,78.52,5.091885,4.119988,24.603121,5.191855,8.813506,14.187955
7853,78.53,5.005466,4.26091,24.164534,5.567286,9.459004,14.298455
7854,78.54,4.941408,4.419151,23.741651,5.971009,10.144769,14.48007
7855,78.55,4.899404,4.593967,23.335588,6.40397,10.869114,14.741571
7856,78.56,4.879086,4.78483,22.947529,6.866467,11.627749,15.091854
7857,78.57,4.880023,4.991428,22.578733,7.358154,12.413784,15.539937
7858,78.58,4.901722,5.213665,22.230529,7.878036,13.21773,16.094959
7859,78.59,4.943624,5.451659,21.904318,8.424475,14.027497,16.766186
7860,78.6,5.005111,5.705743,21.601575,8.995182,14.828392,17.563003
7861,78.61,5.085499,5.976469,21.323845,9.587224,15.603125,18.49492
7862,78.62,5.184023,6.264378,21.072727,10.19543,16.334859,19.566253
7863,78.63,5.300331,6.568985,20.84996,10.811708,16.99594,20.777294
7864,78.64,5.434956,6.890662,20.657686,11.427026,17.552683,22.125627
7865,78.65,5.588309,7.229614,20.498197,12.030632,17.974128,23.600536
7866,78.66,5.760592,7.585652,20.373903,12.610048,18.232049,25.183007
7867,78.67,5.951796,7.958193,20.287327,13.151075,18.300944,26.845729
7868,78.68,6.161703,8.346257,20.241111,13.637793,18.158041,28.553092
7869,78.69,6.389884,8.748472,20.238011,14.052668,17.782942,30.261349
7870,78.7,6.635701,9.163069,20.2809,14.38218,17.151447,31.92441
7871,78.71,6.898303,9.587887,20.372768,14.611012,16.286044,33.483989
7872,78.72,7.176633,10.020368,20.516719,14.725403,15.225774,34.885901
7873,78.73,7.469421,10.457562,20.715976,14.717046,14.008064,36.087718
7874,78.74,7.775203,10.896219,20.973604,14.583087,12.668723,37.058765
7875,78.75,8.092708,11.332713,21.289429,14.326122,11.241946,37.780123
7876,78.76,8.420508,11.759117,21.666449,13.954203,9.76031,38.244631
7877,78.77,8.756576,12.166668,22.107361,13.48006,8.257306,38.456788
7878,78.78,9.098298,12.546694,22.612895,12.910607,6.802541,38.430375
7879,78.79,9.442476,12.890619,23.181815,12.261643,5.442595,38.185948
7880,78.8,9.785329,13.189957,23.810925,11.551979,4.204441,37.748957
7881,78.81,10.122489,13.436317,24.495059,10.799576,3.10678,37.149338
7882,78.82,10.449008,13.6214,25.227092,10.02154,2.160047,36.421513
7883,78.83,10.75935,13.737,25.99793,9.234125,1.366407,35.604391
7884,78.84,11.047397,13.775003,26.796517,8.45273,0.719758,34.741364
